"unique_key","created_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","status","community_board","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","latitude","longitude","location"
"67075227","2025-12-06T21:44:01.000","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","10462","BRADY AVENUE","BRADY AVENUE","BRADY AVENUE","MATTHEWS AVENUE","BRADY AVENUE","MATTHEWS AVENUE","INTERSECTION","In Progress","11 BRONX","BRONX","1022151","249832","MOBILE","Unspecified","BRONX","40.8523247312632","-73.86299877798746","@{latitude=40.8523247312632; longitude=-73.86299877798746; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078274","2025-12-06T21:42:07.000","DSNY","Department of Sanitation","Obstruction","Cone","Street","11415","80-56 GRENFELL STREET","GRENFELL STREET","80 ROAD","ONSLOW PLACE","80 ROAD","ONSLOW PLACE","ADDRESS","In Progress","09 QUEENS","QUEENS","1030353","198362","ONLINE","Unspecified","QUEENS","40.71101450378234","-73.83370416846805","@{latitude=40.71101450378234; longitude=-73.83370416846805; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67085306","2025-12-06T21:40:41.000","DOT","Department of Transportation","Street Condition","Cave-in","Street","11423","100-27 203 STREET","203 STREET","100 AVENUE","104 AVENUE","100 AVENUE","104 AVENUE","ADDRESS","In Progress","12 QUEENS","QUEENS","1051719","198380","ONLINE","Unspecified","QUEENS","40.710926779984824","-73.75663608906721","@{latitude=40.710926779984824; longitude=-73.75663608906721; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67080956","2025-12-06T21:36:22.000","DOT","Department of Transportation","Street Sign - Damaged","No Parking, Standing, Stopping","Street","11209","7501 RIDGE BOULEVARD","RIDGE BOULEVARD","BAY RIDGE PARKWAY","76 STREET","BAY RIDGE PARKWAY","76 STREET","ADDRESS","In Progress","10 BROOKLYN","BROOKLYN","975788","169546","PHONE","Unspecified","BROOKLYN","40.63203711753538","-74.03048671867641","@{latitude=40.63203711753538; longitude=-74.03048671867641; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078334","2025-12-06T21:36:08.000","DOHMH","Department of Health and Mental Hygiene","Smoking or Vaping","Allowed in Smoke Free Area","Restaurant/Bar/Deli/Bakery","10036","141 WEST   44 STREET","WEST   44 STREET","AVENUE OF THE AMERICAS","BROADWAY","AVENUE OF THE AMERICAS","BROADWAY","ADDRESS","In Progress","05 MANHATTAN","MANHATTAN","988594","214939","ONLINE","Unspecified","MANHATTAN","40.75663333557343","-73.9843202525923","@{latitude=40.75663333557343; longitude=-73.9843202525923; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079680","2025-12-06T21:35:51.000","DOHMH","Department of Health and Mental Hygiene","Rodent","Condition Attracting Rodents","1-2 Family Dwelling","11233","498 HALSEY STREET","HALSEY STREET","LEWIS AVENUE","STUYVESANT AVENUE","LEWIS AVENUE","STUYVESANT AVENUE","ADDRESS","In Progress","03 BROOKLYN","BROOKLYN","1002499","188337","ONLINE","Unspecified","BROOKLYN","40.683599514659534","-73.93420203755979","@{latitude=40.683599514659534; longitude=-73.93420203755979; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076571","2025-12-06T21:35:30.000","DOT","Department of Transportation","Curb Condition","Defacement","Curb","11415","85-58 118 STREET","118 STREET","85 AVENUE","HILLSIDE AVENUE","85 AVENUE","HILLSIDE AVENUE","ADDRESS","In Progress","09 QUEENS","QUEENS","1030673","194904","ONLINE","Unspecified","QUEENS","40.70152145364782","-73.83257375542723","@{latitude=40.70152145364782; longitude=-73.83257375542723; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078054","2025-12-06T21:34:07.000","DOT","Department of Transportation","Curb Condition","Defacement","Curb","11415","85-48 118 STREET","118 STREET","85 AVENUE","HILLSIDE AVENUE","85 AVENUE","HILLSIDE AVENUE","ADDRESS","In Progress","09 QUEENS","QUEENS","1030659","194946","ONLINE","Unspecified","QUEENS","40.70163680703438","-73.83262395738653","@{latitude=40.70163680703438; longitude=-73.83262395738653; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67083751","2025-12-06T21:32:07.000","DOT","Department of Transportation","Curb Condition","Defacement","Curb","11418","117-14 85 AVENUE","85 AVENUE","117 STREET","118 STREET","117 STREET","118 STREET","ADDRESS","In Progress","09 QUEENS","QUEENS","1030450","195251","ONLINE","Unspecified","QUEENS","40.70247505267076","-73.83337563062928","@{latitude=40.70247505267076; longitude=-73.83337563062928; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081158","2025-12-06T21:32:00.000","DEP","Department of Environmental Protection","Noise","Noise: Construction Before/After Hours (NM1)",,"10024","101 WEST   81 STREET","WEST   81 STREET","COLUMBUS AVE","AMSTERDAM AVE",,,"ADDRESS","Open","07 MANHATTAN","MANHATTAN","991185","224703","ONLINE","Unspecified","MANHATTAN","40.783431319315525","-73.97495791586392","@{latitude=40.783431319315525; longitude=-73.97495791586392; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081138","2025-12-06T21:31:59.000","DOHMH","Department of Health and Mental Hygiene","Smoking or Vaping","Allowed in Smoke Free Area","Restaurant/Bar/Deli/Bakery","10036","12 WEST   44 STREET","WEST   44 STREET","5 AVENUE","AVENUE OF THE AMERICAS","5 AVENUE","AVENUE OF THE AMERICAS","ADDRESS","In Progress","05 MANHATTAN","MANHATTAN","989608","214372","ONLINE","Unspecified","MANHATTAN","40.755076508665425","-73.98066065300321","@{latitude=40.755076508665425; longitude=-73.98066065300321; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079461","2025-12-06T21:28:25.000","DOT","Department of Transportation","Curb Condition","Defacement","Curb","11415","118-14 83 AVENUE","83 AVENUE","118 STREET","ABINGDON ROAD","118 STREET","ABINGDON ROAD","ADDRESS","In Progress","09 QUEENS","QUEENS","1030084","197088","ONLINE","Unspecified","QUEENS","40.707519079498326","-73.83468313520987","@{latitude=40.707519079498326; longitude=-73.83468313520987; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67083753","2025-12-06T21:26:34.000","DOT","Department of Transportation","Curb Condition","Defacement","Curb","11415","82-82 ABINGDON ROAD","ABINGDON ROAD","AUDLEY STREET","83 AVENUE","AUDLEY STREET","83 AVENUE","ADDRESS","In Progress","09 QUEENS","QUEENS","1030266","197343","ONLINE","Unspecified","QUEENS","40.70821804830714","-73.83402494538947","@{latitude=40.70821804830714; longitude=-73.83402494538947; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67083945","2025-12-06T21:23:21.000","DSNY","Department of Sanitation","Missed Collection","Compost","Street","11249","93 DIVISION AVENUE","DIVISION AVENUE","BERRY STREET","BEDFORD AVENUE","BERRY STREET","BEDFORD AVENUE","ADDRESS","In Progress","01 BROOKLYN","BROOKLYN","993930","197009","ONLINE","Unspecified","BROOKLYN","40.707415658832055","-73.96508565997176","@{latitude=40.707415658832055; longitude=-73.96508565997176; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079540","2025-12-06T21:23:12.000","DOT","Department of Transportation","Street Sign - Missing","No Parking, Standing, Stopping","Street","10312","33 LORING AVENUE","LORING AVENUE","FORRESTAL COURT","MC ARTHUR AVENUE","FORRESTAL COURT","MC ARTHUR AVENUE","ADDRESS","In Progress","03 STATEN ISLAND","STATEN ISLAND","934335","141443","MOBILE","Unspecified","STATEN ISLAND","40.55476360375735","-74.17962486668667","@{latitude=40.55476360375735; longitude=-74.17962486668667; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078360","2025-12-06T21:23:00.000","DEP","Department of Environmental Protection","Water Conservation","Water Meter Broken/Leaking - Private Residence (CMR)",,"10306","365 COLONY AVENUE","COLONY AVENUE","GREELEY AVE","DEAD END",,,"ADDRESS","Open","02 STATEN ISLAND","STATEN ISLAND","957926","146895","ONLINE","Unspecified","STATEN ISLAND","40.569829685193596","-74.09475125855013","@{latitude=40.569829685193596; longitude=-74.09475125855013; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081196","2025-12-06T21:20:00.000","DEP","Department of Environmental Protection","Water System","Possible Water Main Break (Use Comments) (WA1)",,"10475",,,,,"HUNTER AVENUE","TILLOTSON AVENUE","INTERSECTION","Open","12 BRONX","BRONX","1030145","260029","PHONE","Unspecified","BRONX","40.880274413737666","-73.83403299298658","@{latitude=40.880274413737666; longitude=-73.83403299298658; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081012","2025-12-06T21:18:51.000","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","10019","612 WEST   56 STREET","WEST   56 STREET","11 AVENUE","12 AVENUE","11 AVENUE","12 AVENUE","ADDRESS","In Progress","04 MANHATTAN","MANHATTAN","986342","219758","ONLINE","Unspecified","MANHATTAN","40.769861068694766","-73.99244738796695","@{latitude=40.769861068694766; longitude=-73.99244738796695; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075309","2025-12-06T21:16:17.000","DOHMH","Department of Health and Mental Hygiene","Food Establishment","Food Contaminated","Restaurant/Bar/Deli/Bakery","11004","259-15 HILLSIDE AVENUE","HILLSIDE AVENUE","259 STREET","260 STREET","259 STREET","260 STREET","ADDRESS","In Progress","13 QUEENS","QUEENS","1064895","207991","PHONE","Unspecified","QUEENS","40.73719621522041","-73.70899478034048","@{latitude=40.73719621522041; longitude=-73.70899478034048; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081026","2025-12-06T21:14:39.000","DSNY","Department of Sanitation","Litter Basket Request","New Basket","Sidewalk","10019","611 WEST   56 STREET","WEST   56 STREET","11 AVENUE","12 AVENUE","11 AVENUE","12 AVENUE","ADDRESS","In Progress","04 MANHATTAN","MANHATTAN","986354","219758","ONLINE","Unspecified","MANHATTAN","40.769861065846825","-73.9924040651448","@{latitude=40.769861065846825; longitude=-73.9924040651448; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67073942","2025-12-06T21:14:00.000","DEP","Department of Environmental Protection","Water System","Hydrant Running Full (WA4)",,"11209","7220 6 AVENUE","6 AVENUE","72 ST","73 ST",,,"ADDRESS","Closed","10 BROOKLYN","BROOKLYN","978862","168879","MOBILE","Unspecified","BROOKLYN","40.63020874672456","-74.01941124297869","@{latitude=40.63020874672456; longitude=-74.01941124297869; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076856","2025-12-06T21:14:00.000","DEP","Department of Environmental Protection","Noise","Noise: Construction Before/After Hours (NM1)",,"10032","401 WEST  164 STREET","WEST  164 STREET","EDGECOMBE AVE","AMSTERDAM AVE",,,"ADDRESS","Open","12 MANHATTAN","MANHATTAN","1001658","244045","ONLINE","Unspecified","MANHATTAN","40.83650530482786","-73.93709006567461","@{latitude=40.83650530482786; longitude=-73.93709006567461; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078337","2025-12-06T21:14:00.000","DEP","Department of Environmental Protection","Air Quality","Air: Odor/Fumes, Restaurant (AD2)",,"10011","113 WEST   24 STREET","WEST   24 STREET","AVENUE OF THE AMERICAS","7 AVE",,,"ADDRESS","Open","04 MANHATTAN","MANHATTAN","986194","210284","ONLINE","Unspecified","MANHATTAN","40.74385738904607","-73.99298444208085","@{latitude=40.74385738904607; longitude=-73.99298444208085; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078333","2025-12-06T21:13:06.000","DOHMH","Department of Health and Mental Hygiene","Smoking or Vaping","Allowed in Smoke Free Area","Restaurant/Bar/Deli/Bakery","11235","2204 AVENUE X","AVENUE X","EAST   22 STREET","EAST   23 STREET","EAST   22 STREET","EAST   23 STREET","ADDRESS","In Progress","15 BROOKLYN","BROOKLYN","998685","155319","ONLINE","Unspecified","BROOKLYN","40.59297922200722","-73.94802429752085","@{latitude=40.59297922200722; longitude=-73.94802429752085; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082873","2025-12-06T21:09:00.000","DOT","Department of Transportation","Street Light Condition","Street Light Out",,"11356",,,,,"119 STREET","POPPENHUSEN AVENUE","INTERSECTION","Open","07 QUEENS","QUEENS","1025580","227807","UNKNOWN","Unspecified","QUEENS","40.79185704175886","-73.85073960891489","@{latitude=40.79185704175886; longitude=-73.85073960891489; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67075344","2025-12-06T21:08:00.000","DEP","Department of Environmental Protection","Noise","Noise: Construction Before/After Hours (NM1)",,"10024",,,,,"WEST 81 STREET","COLUMBUS AVENUE","INTERSECTION","Open","07 MANHATTAN","MANHATTAN","991301","224634","ONLINE","Unspecified","MANHATTAN","40.78324184088992","-73.97453911566674","@{latitude=40.78324184088992; longitude=-73.97453911566674; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081145","2025-12-06T21:08:00.000","DEP","Department of Environmental Protection","Air Quality","Air: Odor/Fumes, Vehicle Idling (AD3)",,"11211","354 HOOPER STREET","HOOPER STREET","S 4 ST","S 3 ST",,,"ADDRESS","Open","01 BROOKLYN","BROOKLYN","997280","197473","ONLINE","Unspecified","BROOKLYN","40.70868492982299","-73.9530018054892","@{latitude=40.70868492982299; longitude=-73.9530018054892; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082478","2025-12-06T21:01:54.000","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","11385","552 WOODWARD AVENUE","WOODWARD AVENUE","BLEECKER STREET","MENAHAN STREET","BLEECKER STREET","MENAHAN STREET","ADDRESS","In Progress","05 QUEENS","QUEENS","1009420","196855","MOBILE","Unspecified","QUEENS","40.70696246070852","-73.90921610557793","@{latitude=40.70696246070852; longitude=-73.90921610557793; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076675","2025-12-06T21:01:13.000","DOT","Department of Transportation","Street Condition","Defective Hardware","Street","11230","911 CONEY ISLAND AVENUE","CONEY ISLAND AVENUE","18 AVENUE","WEBSTER AVENUE","18 AVENUE","WEBSTER AVENUE","ADDRESS","In Progress","14 BROOKLYN","BROOKLYN","993254","170643","PHONE","Unspecified","BROOKLYN","40.63504761530269","-73.9675591114191","@{latitude=40.63504761530269; longitude=-73.9675591114191; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079537","2025-12-06T21:01:09.000","DOT","Department of Transportation","Street Condition","Failed Street Repair","Street","11209","7014 LOUISE TERRACE","LOUISE TERRACE","70 STREET","MACKAY PLACE","70 STREET","MACKAY PLACE","ADDRESS","In Progress","10 BROOKLYN","BROOKLYN","975300","171243","ONLINE","Unspecified","BROOKLYN","40.63669454223601","-74.03224712554713","@{latitude=40.63669454223601; longitude=-74.03224712554713; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67085190","2025-12-06T21:00:50.000","DOHMH","Department of Health and Mental Hygiene","Illegal Animal Kept as Pet","Other","Residence","10022","107 EAST   60 STREET","EAST   60 STREET","PARK AVENUE","LEXINGTON AVENUE","PARK AVENUE","LEXINGTON AVENUE","ADDRESS","In Progress","08 MANHATTAN","MANHATTAN","992901","217373","PHONE","Unspecified","MANHATTAN","40.76331087627891","-73.9687709262292","@{latitude=40.76331087627891; longitude=-73.9687709262292; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076761","2025-12-06T21:00:42.000","DSNY","Department of Sanitation","Missed Collection","Trash","Street","11217","260 BOND STREET","BOND STREET","DOUGLASS STREET","DEGRAW STREET","DOUGLASS STREET","DEGRAW STREET","ADDRESS","In Progress","06 BROOKLYN","BROOKLYN","987461","187622","PHONE","Unspecified","BROOKLYN","40.681655232152096","-73.9884228682005","@{latitude=40.681655232152096; longitude=-73.9884228682005; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082310","2025-12-06T20:56:38.000","DOHMH","Department of Health and Mental Hygiene","Indoor Air Quality","Chemical Vapors/Gases/Odors","3+ Family Apartment Building","11415","83-30 KEW GARDENS ROAD","KEW GARDENS ROAD","83 DRIVE","84 AVENUE","83 DRIVE","84 AVENUE","ADDRESS","In Progress","09 QUEENS","QUEENS","1032163","197952","PHONE","Unspecified","QUEENS","40.7098795368134","-73.8271783420963","@{latitude=40.7098795368134; longitude=-73.8271783420963; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67085348","2025-12-06T20:53:22.000","DHS","Department of Homeless Services","Encampment","N/A","Street/Sidewalk","11205","346 PARK AVENUE","PARK AVENUE","STEUBEN STREET","EMERSON PLACE","STEUBEN STREET","EMERSON PLACE","ADDRESS","In Progress","02 BROOKLYN","BROOKLYN","994444","192832","ONLINE","Unspecified","BROOKLYN","40.69595019613994","-73.96323806026","@{latitude=40.69595019613994; longitude=-73.96323806026; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079573","2025-12-06T20:53:20.000","DHS","Department of Homeless Services","Encampment","N/A","Street/Sidewalk","10001","303 9 AVENUE","9 AVENUE","WEST   27 DRIVE","WEST   28 STREET","WEST   27 DRIVE","WEST   28 STREET","ADDRESS","In Progress","04 MANHATTAN","MANHATTAN","984456","212287","MOBILE","Unspecified","MANHATTAN","40.74935533258307","-73.99925652047231","@{latitude=40.74935533258307; longitude=-73.99925652047231; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076748","2025-12-06T20:52:02.000","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","11205","1040 BEDFORD AVENUE","BEDFORD AVENUE","LAFAYETTE AVENUE","CLIFTON PLACE","LAFAYETTE AVENUE","CLIFTON PLACE","ADDRESS","In Progress","03 BROOKLYN","BROOKLYN","996699","190423","ONLINE","Unspecified","BROOKLYN","40.68933516391336","-73.95511045792041","@{latitude=40.68933516391336; longitude=-73.95511045792041; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079694","2025-12-06T20:51:11.000","DOHMH","Department of Health and Mental Hygiene","Smoking or Vaping","Allowed in Smoke Free Area","Residential Building","10025","336 WEST   95 STREET","WEST   95 STREET","WEST END AVENUE","RIVERSIDE DRIVE","WEST END AVENUE","RIVERSIDE DRIVE","ADDRESS","In Progress","07 MANHATTAN","MANHATTAN","991178","228959","ONLINE","Unspecified","MANHATTAN","40.79511290187176","-73.97497880287406","@{latitude=40.79511290187176; longitude=-73.97497880287406; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082581","2025-12-06T20:50:00.000","DEP","Department of Environmental Protection","Air Quality","Air: Odor/Fumes, Vehicle Idling (AD3)",,"11102","30-82 29 STREET","29 STREET","30 DR","31 AVE",,,"ADDRESS","Open","01 QUEENS","QUEENS","1005116","218210","ONLINE","Unspecified","QUEENS","40.76558783335369","-73.92467365652132","@{latitude=40.76558783335369; longitude=-73.92467365652132; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67084044","2025-12-06T20:50:00.000","DEP","Department of Environmental Protection","Noise","Noise: Construction Before/After Hours (NM1)",,"10024",,,,,"WEST 81 STREET","COLUMBUS AVENUE","INTERSECTION","Open","07 MANHATTAN","MANHATTAN","991301","224634","ONLINE","Unspecified","MANHATTAN","40.78324184088992","-73.97453911566674","@{latitude=40.78324184088992; longitude=-73.97453911566674; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081147","2025-12-06T20:47:00.000","DEP","Department of Environmental Protection","Lead","Lead Kit Request (Residential) (L10)",,"11385","61-12 80 AVENUE","80 AVENUE","61 ST","62 ST",,,"ADDRESS","Open","05 QUEENS","QUEENS","1013973","192676","ONLINE","Unspecified","QUEENS","40.69547796969074","-73.89281267056198","@{latitude=40.69547796969074; longitude=-73.89281267056198; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67080999","2025-12-06T20:44:35.000","DHS","Department of Homeless Services","Encampment","N/A","Street/Sidewalk","10003","1 AVENUE","1 AVENUE","EAST   17 STREET","EAST   18 STREET","EAST   17 STREET","EAST   18 STREET","BLOCKFACE","In Progress","Unspecified MANHATTAN","MANHATTAN",,,"PHONE","Unspecified","MANHATTAN",,,
"67079683","2025-12-06T20:44:12.000","DOHMH","Department of Health and Mental Hygiene","Rodent","Rat Sighting","3+ Family Apt. Building","10460","1715 LONGFELLOW AVENUE","LONGFELLOW AVENUE","EAST  173 STREET","EAST  174 STREET","EAST  173 STREET","EAST  174 STREET","ADDRESS","In Progress","03 BRONX","BRONX","1016149","243660","PHONE","Unspecified","BRONX","40.83540813886383","-73.88472361511413","@{latitude=40.83540813886383; longitude=-73.88472361511413; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082519","2025-12-06T20:42:11.000","DSNY","Department of Sanitation","Street Sweeping Complaint","Street Not Swept","Street","10002","45 PIKE STREET","PIKE STREET","MADISON STREET","MONROE STREET","MADISON STREET","MONROE STREET","ADDRESS","In Progress","03 MANHATTAN","MANHATTAN","986365","198787","PHONE","Unspecified","MANHATTAN","40.712300889297","-73.99237094634508","@{latitude=40.712300889297; longitude=-73.99237094634508; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67074179","2025-12-06T20:42:00.000","DOT","Department of Transportation","Street Light Condition","Street Light Out",,"10474","750 FAILE STREET","FAILE STREET","HUNTS POINT AVE","LAFAYETTE AVE",,,"ADDRESS","Open","02 BRONX","BRONX","1015570","236560","UNKNOWN","Unspecified","BRONX","40.81592274758825","-73.88684914172211","@{latitude=40.81592274758825; longitude=-73.88684914172211; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082868","2025-12-06T20:42:00.000","DOT","Department of Transportation","Traffic Signal Condition","Controller",,"11207",,,,,"WORTMAN AVENUE","JEROME STREET","INTERSECTION","Assigned","05 BROOKLYN","BROOKLYN","1017491","179395","UNKNOWN","Unspecified","BROOKLYN","40.659012144426065","-73.88019155033291","@{latitude=40.659012144426065; longitude=-73.88019155033291; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082594","2025-12-06T20:41:00.000","DEP","Department of Environmental Protection","Noise","Noise: Alarms (NR3)",,"10009","437 EAST   12 STREET","EAST   12 STREET","1 AVE","AVENUE A",,,"ADDRESS","Open","03 MANHATTAN","MANHATTAN","989149","205058","ONLINE","Unspecified","MANHATTAN","40.72951216770242","-73.98232416680203","@{latitude=40.72951216770242; longitude=-73.98232416680203; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67082305","2025-12-06T20:40:10.000","DOHMH","Department of Health and Mental Hygiene","Non-Residential Heat","Inadequate or No Heat","Building (Non-Residential)","11377","61-21 QUEENS BOULEVARD","QUEENS BOULEVARD","61 STREET","61 STREET","61 STREET","61 STREET","ADDRESS","In Progress","02 QUEENS","QUEENS","1010986","209403","PHONE","Unspecified","QUEENS","40.74139906406679","-73.90351796631901","@{latitude=40.74139906406679; longitude=-73.90351796631901; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67079456","2025-12-06T20:38:48.000","DPR","Department of Parks and Recreation","Root/Sewer/Sidewalk Condition","Trees and Sidewalks Program","Street","11416","95-19 97 AVENUE","97 AVENUE","95 STREET","97 STREET","95 STREET","97 STREET","ADDRESS","In Progress","09 QUEENS","QUEENS","1026967","189316","ONLINE","Unspecified","QUEENS","40.686202377272245","-73.84597498719764","@{latitude=40.686202377272245; longitude=-73.84597498719764; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67073919","2025-12-06T20:38:00.000","DEP","Department of Environmental Protection","Noise","Noise: Construction Before/After Hours (NM1)",,"10038","51 NASSAU STREET","NASSAU STREET","LIBERTY ST","MAIDEN LN",,,"ADDRESS","Open","01 MANHATTAN","MANHATTAN","981745","197559","ONLINE","Unspecified","MANHATTAN","40.70893021908778","-74.00903537260415","@{latitude=40.70893021908778; longitude=-74.00903537260415; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67078211","2025-12-06T20:37:05.000","DHS","Department of Homeless Services","Encampment","N/A","Park/Playground","10461","2500 WESTCHESTER AVENUE","WESTCHESTER AVENUE","ST PETERS AVENUE","SEABURY AVENUE","ST PETERS AVENUE","SEABURY AVENUE","ADDRESS","In Progress","10 BRONX","BRONX","1027285","244845","ONLINE","Unspecified","BRONX","40.838613371322005","-73.8444728859938","@{latitude=40.838613371322005; longitude=-73.8444728859938; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67073913","2025-12-06T20:35:00.000","DEP","Department of Environmental Protection","Noise","Noise, Barking Dog (NR5)",,"11693","87-15 BEACH CHANNEL DRIVE","BEACH CHANNEL DRIVE","OLD BEACH 88 ST","BEACH 88 ST",,,"ADDRESS","Open","14 QUEENS","QUEENS","1036047","154426","ONLINE","Unspecified","QUEENS","40.59038852605571","-73.81350309025015","@{latitude=40.59038852605571; longitude=-73.81350309025015; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67074177","2025-12-06T20:32:00.000","DOT","Department of Transportation","Street Light Condition","Street Light Out",,"10307","130 BRIGHTON STREET","BRIGHTON STREET","SHORE RD","UNNAMED ST",,,"ADDRESS","Open","03 STATEN ISLAND","STATEN ISLAND","916286","124167","UNKNOWN","Unspecified","STATEN ISLAND","40.50722442950158","-74.24440251855239","@{latitude=40.50722442950158; longitude=-74.24440251855239; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67081171","2025-12-06T20:32:00.000","DEP","Department of Environmental Protection","Noise","Noise: Private Carting Noise (NQ1)",,"10022","305 EAST   51 STREET","EAST   51 STREET","2 AVE","1 AVE",,,"ADDRESS","Open","06 MANHATTAN","MANHATTAN","993167","214494","ONLINE","Unspecified","MANHATTAN","40.75540849467734","-73.96781451677556","@{latitude=40.75540849467734; longitude=-73.96781451677556; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67076700","2025-12-06T20:28:37.000","DPR","Department of Parks and Recreation","Overgrown Tree/Branches","Hitting Power Lines","Street","10472","1257 NOBLE AVENUE","NOBLE AVENUE","WESTCHESTER AVENUE","EAST  172 STREET","WESTCHESTER AVENUE","EAST  172 STREET","ADDRESS","In Progress","09 BRONX","BRONX","1020186","242191","UNKNOWN","Unspecified","BRONX","40.83136065715774","-73.87014262244857","@{latitude=40.83136065715774; longitude=-73.87014262244857; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
"67083744","2025-12-06T20:26:38.000","DPR","Department of Parks and Recreation","Root/Sewer/Sidewalk Condition","Trees and Sidewalks Program","Street","11414","82-18 149 AVENUE","149 AVENUE","82 STREET","83 STREET","82 STREET","83 STREET","ADDRESS","In Progress","10 QUEENS","QUEENS","1025106","183108","ONLINE","Unspecified","QUEENS","40.6691716305216","-73.8527228307207","@{latitude=40.6691716305216; longitude=-73.8527228307207; human_address={""address"": """", ""city"": """", ""state"": """", ""zip"": """"}}"
